word,translation,pronunciation,pronunciation_us,pronunciation_uk,part_of_speech-speaking-writing
shareholder,акционер,,ˈʃerhəʊldər,ˈʃeəhəʊldə,--
shark,акула,,ʃɑːrk,ʃɑːk,--
sharp,острый,,ʃɑːrp,ʃɑːp,adjective-S3-W2
sharply,,,ˈʃɑrplɪ,ˈʃɑːplɪ,adverb--W3
shatter,раздробить/разрушить,,ˈʃætər,ˈʃætə,--
shave,брить,,,,verb-S3-
she,она,"ʃiː (strong), ʃɪ (weak)",,,pronoun-S1-W1
shed,проливать/терять/сбрасывать/сарай,,,,noun-S3-
sheep,овца,,,,noun-S2-W3
sheer,отвесный/полный/явный/чистый,,ʃɪr,ʃɪə,--
sheet,лист,,,,noun-S1-W2
shelf,полка/уступ,ʃelf,,,noun-S3-W3
shell,раковина/гильза/скорлупа,,,,noun-S3-W3
shelter,убежище/укрытие,,ˈʃeltər,ˈʃeltə,noun--W3
shepherd,пастух,,ˈʃepərd,ˈʃepəd,--
shield,прикрывать/щит,,,,--
shift,смена (на работе)/сменить/сдвинуть,,,,verb-S3-W3
shimmer,переливаться/мерцать,,ˈʃɪmər,ˈʃɪmə,--
shine,светить/блестеть/сиять,,,,verb-S3-
ship,доставлять,,,,noun-S2-W2
shirt,рубашка,,ʃɜːrt,ʃɜːt,noun-S2-W3
shiver,дрожь/дрожать,,ˈʃɪvər,ˈʃɪvə,--
shock,,,ʃɑːk,ʃɒk,noun-S2-W2
shocked,,,ˈʃɑːkt,ʃɒkt,adjective-S3-
shocking,,,ˈʃɑːkɪŋ,ˈʃɒkɪŋ,adjective-S3-
shoe,туфля/ботинок (низкий),,,,noun-S1-W3
shoes,обувь,,ˈʃuːz,ʃuːz,--
shoot,стрелять/фотографировать/снимать,,,,verb-S2-W2
shop,магазин,,ʃɑːp,ʃɒp,noun-S1-W1
shopping,,,ˈʃɑːpɪŋ,ˈʃɒpɪŋ,noun-S2-W3
shore,берег,,ʃɔːr,ʃɔː,--
short,короткий/низкий,,ʃɔːrt,ʃɔːt,adjective-S1-W1
shortage,нехватка,,ˈʃɔːrtɪdʒ,ˈʃɔːtɪdʒ,--
shortly,,,ˈʃɔːrtlɪ,ˈʃɔːtlɪ,adverb-S3-W3
shorts,шорты,,ʃɔːrts,ʃɔːts,--
shot,,,ʃɑːt,ʃɒt,noun-S2-W2
should,должен/рекомендация или пожелание сделать что-то,"ʃʊd (strong), ʃəd (weak)",,,modal-S1-W1
shoulder,плечо,,ˈʃəʊldər,ˈʃəʊldə,noun-S2-W2
shout,кричать,,,,verb-S2-W2
shove,резко толкнуть/пихнуть,,,,verb-S3-
shovel,лопата или совок,,ˈʃʌvl,ˈʃʌv(ə)l,--
show,показывать,,,,verb-S1-W1|noun-S1-W1
show around,показать места,,,,--
show off,показать всем/похвастаться,,ˈʃəʊ ˈɒf,ˈʃəʊɒf,--
show up,появиться/прийти,,ˈʃəʊ ʌp,ʃəʊ ʌp,--
showcase,витрина/демонстрировать,,,,--
shower,душ,,ˈʃaʊər,ˈʃaʊə,noun-S2-
shred,мелко порубить,,,,--
shrewd,проницательный,,,,--
shriek,пронзительный крик/вскрикнуть,,,,--
shrimp,креветка,,,,--
shrine,святыня,,,,--
shrink,сжаться/съёжиться,,,,--
shroud,окутывать/пелена,,,,--
shrub,куст,,,,--
shrug,пожать плечами,,,,verb--W3
shudder,содрогаться/дрожь,,ˈʃʌdər,ˈʃʌdə,--
shuffle,перемешивать/тасовать,,ˈʃʌfl,ˈʃʌf(ə)l,--
shun,избегать,,,,--
shut,закрыть,,,,verb-S1-W2
shut out,не впускать,,ˈʃət ˈaʊt,ʃʌt ˈaʊt,--
shut up,заткнуться,,ˈʃət ʌp,ʃʌt ʌp,--
shy,застенчивый,,,,--
siblings,братья и сестры,,,,--
sick,плохо чувствующий/больной,sɪk,,,adjective-S1-W3
side,сторона,,,,noun-S1-W1
sideline,что-то вторичное,,,,--
sidewalk,тротуар,,,,--
sideways,вбок,,,,--
siege,осада,,,,--
sift,просеять,,,,--
sigh,вздох,,,,--
sight,поле зрения/вид/достопримечаетльность,,,,noun-S2-W2
sign,знак/подписывать/подпись,saɪn,,,verb-S2-W2|noun-S3-W2
sign up,зарегистрироваться/записаться,,ˈsaɪn ʌp,saɪn ʌp,--
signal,,,ˈsɪɡnəl,ˈsɪɡn(ə)l,noun-S2-W2
signature,подпись,,ˈsɪɡnətʃər,ˈsɪɡnətʃə,noun-S3-
significance,,,sɪɡˈnɪfɪkəns,sɪɡˈnɪfɪk(ə)ns,noun--W2
significant,значительный,,sɪɡˈnɪfɪkənt,sɪɡˈnɪfɪk(ə)nt,adjective-S2-W1
significantly,,,sɪɡˈnɪfɪkəntlɪ,sɪɡˈnɪfɪk(ə)ntlɪ,adverb-S3-W2
signify,означать,,,,--
silence,,,,,noun--W2
silent,молчаливый/тихий,,,,adjective--W3
silk,шелк,,,,--
sill,подоконник/порог,,,,--
silly,глупый,,,,adjective-S2-
silver,,,ˈsɪlvər,ˈsɪlvə,noun-S3-
similar,похожий/идентичный,,ˈsɪmələr,ˈsɪmɪlə,adjective-S1-W1
similarly,,,ˈsɪmələrlɪ,ˈsɪmələlɪ,adverb--W3
simmer,медленно кипятить,,ˈsɪmər,ˈsɪmə,--
simple,обычный/простой,,ˈsɪmpl,ˈsɪmp(ə)l,adjective-S1-W1
simply,легко,,,,adverb-S1-W1
simulate,моделировать/имитировать,,,,--
simultaneous,одновременный,,ˌsaɪmlˈteɪnɪəs,ˌsɪm(ə)lˈteɪnɪəs,--
sin,грех/грешить,,,,noun-S2-
since,с тех пор/раз уж/с какого-то момента/с (какого-то времени)/с/так как/поскольку,sɪns,,,adverb/conjunction/preposition-S1-W1
sincere,искренний,,sɪnˈsɪr,sɪnˈsɪə,--
sing,петь,sɪŋ,,,verb-S1-W2
singer,певец/певица,,ˈsɪŋər,ˈsɪŋə,noun-S3-
single,отдельный/холостой/один/незамужняя/одинокий/единый,,ˈsɪŋɡl,ˈsɪŋɡ(ə)l,adjective-S1-W1
singular,особый/единственный,,ˈsɪŋɡjələr,ˈsɪŋɡjʊlə,--
sinister,зловещий,,ˈsɪnɪstər,ˈsɪnɪstə,--
sink,топить/тонуть/раковина,sɪŋk,,,noun-S3-|verb--W3
sip,глоток,,,,--
sir,,,sɜːr,sɜː,noun-S1-W3
sister,сестра,,ˈsɪstər,ˈsɪstə,noun-S1-W1
sit,сидеть,sɪt,,,verb-S1-W1
sit around,просто сидеть,,,,--
sit back,отсидеться,,ˈsɪt ˈbæk,sɪt ˈbæk,--
sit out,высидеть,,ˈsɪt ˈaʊt,sɪt ˈaʊt,--
site,местоположение/сайт,,,,noun-S1-W2
situate,располагать,,,,--
situation,ситуация,,ˌsɪtʃʊˈeɪʃn,sɪtjʊˈeɪʃ(ə)n,noun-S1-W1
six,шесть,,,,--
sixteen,шестнадцать,,ˌsɪksˈtiːn,sɪksˈtiːn,--
sixty,шестьдесят,,,,--
size,размер,,,,noun-S1-W1
size up,изучить/оценить,,ˈsaɪz ʌp,saɪz ʌp,--
skate,конёк/кататься на коньках,,,,--
sketch,набросок/эскиз,,,,--
ski,ездить на лыжах,,,,--
skid,заносить/скользить/буксовать,,,,--
skill,навык/умение/искусство и т. д.,,,,noun-S2-W1
skillet,сковорода (глубокая),,,,--
skim,скользить (легко),,,,--
skin,кожа,skɪn,,,noun-S2-W2
skinny,худой/тощий,,,,--
skip,перепрыгивать/прыгать,,,,--
skirt,юбка,,skɜːrt,skɜːt,noun-S3-
skull,череп,,,,--
sky,,,,,noun-S2-W2
slab,блок/плита,,,,--
slack,поблажка/расслабление,,,,--
slam,захлопывать/ударять/хлопать,,,,--
slant,наклон/скос/наклонять,,slænt,slɑːnt,--
slap,шлёпать/пощечина,,,,--
slash,рубить/кромсать/хлестать,,,,--
slate,шифер или сланец,,,,--
slaughter,забивать/бойня (в т. ч. перен.),,ˈslɔːtər,ˈslɔːtə,--
slave,раб,,,,--
slay,умертвить,,,,--
sleek,гладкий/лоснящийся,,,,--
sleep,спать,sliːp,,,verb-S1-W2|noun-S2-W3
sleep around,трахаться/блудить,,,,--
sleeve,рукав,,,,--
slender,тонкий/изящный/стройный,,ˈslendər,ˈslendə,--
slice,ломтик/нарезать,,,,noun-S3-
slick,скользкий,,,,--
slide,скользить,,,,verb-S3-W3|noun-S3-
slight,незначительный/слабый/лёгкий,,,,adjective-S2-W3
slightly,,,,,adverb-S1-W2
slim,стройный,,,,adjective-S3-
slime,слизь,,,,--
slip,скользнуть,,,,verb-S3-W2|noun-S3-
slipper,тапок,,ˈslɪpər,ˈslɪpə,--
slippery,скользкий,,ˈslɪpərɪ,ˈslɪp(ə)rɪ,--
slit,щель,,,,--
slope,наклон/склон,,,,noun--W3
sloppy,небрежный/неряшливый,,ˈslɑːpɪ,ˈslɒpɪ,--
slot,паз/разъём/гнездо,,slɑːt,slɒt,--
slow,медленный,sləʊ,,,adjective-S2-W2|verb-S3-W2
slow down,замедлиться,,,,--
slowly,,,,,adverb-S3-W2
sludge,ил/отстой/осадок,,slʌdʒ,ˈslʌdʒ,--
slum,трущобы,,,,--
slump,спад/сваливаться,,,,--
slut,шлюха,,,,--
sly,коварный/лукавый,,,,--
smack,шлёпнуть/хлопнуть,,,,--
small,маленький,smɔːl,,,adjective-S1-W1
smart,хитрый/умный,,smɑːrt,smɑːt,adjective-S2-W2
smash,разбивать/громить,,,,--
smear,мазать,,smɪr,smɪə,--
smell,запах/пахнуть/нюхать/иметь запах,smel,,,noun-S2-W3|verb-S2-W3
smile,улыбаться,smaɪl,,,verb-S3-W1|noun-S2-W2
smirk,ухмылка,,smɜːrk,smɜːk,--
smoke,курить,sməʊk,,,verb-S2-W2|noun-S3-W3
smoking,,,,,noun-S2-
smooth,гладкий,,,,adjective--W3
smother,задушить,,ˈsmʌðər,ˈsmʌðə,--
smudge,смазать,,,,--
smuggle,провозить тайно,,ˈsmʌɡl,ˈsmʌɡ(ə)l,--
snack,лёгкая закуска/перекус,,,,--
snag,коряга или загвоздка,,,,--
snail,улитка,,,,--
snake,змея,,,,--
snap,щелчок/щёлкать,,,,verb--W3
snapshot,снимок,,ˈsnæpʃɑːt,ˈsnæpʃɒt,--
snarl,рычать/огрызаться,,snɑːrl,snɑːl,--
snatch,утащить/схватить,,,,--
sneak,красться,,,,--
sneakers,кроссовки/кеды,,ˈsniːkərz,ˈsniːkəz,--
sneer,усмешка/насмехаться,,snɪr,snɪə,--
sneeze,чихать,,,,--
sniff,нюхать/фы и т. д./сопеть,,,,--
snore,храп/храпеть,,snɔːr,snɔː,--
snort,фыркнуть/хмыкнуть,,snɔːrt,snɔːt,--
snow,снег,snəʊ,,,noun-S2-W3
snowball,снежок,,,,--
snowy,снежный,,,,--
snug,уютный/тесный,,,,--
so,итак/так/поэтому/таким образом,səʊ,,,adverb-S1-W1|conjunction-S1-W3
so far,до сих пор,,,,--
so-called,так называемый,,səʊ ˈkɔːld,ˌsəʊˈkɔːld,adjective--W3
soak,пропитывать/мочить,,,,--
soap,мыло,,,,noun-S3-
soar,парить/взмывать (втч. о ценах),,sɔːr,sɔː,--
sob,всхлипывать/рыдать,,sɑːb,sɒb,--
sober,трезвый,,ˈsəʊbər,ˈsəʊbə,--
sober up,протрезветь,,,,--
soccer,футбол,,ˈsɑːkər,ˈsɒkə,--
social,социальный,,ˈsəʊʃl,ˈsəʊʃ(ə)l,adjective-S1-W1
society,общество,,səˈsaɪətɪ,səˈsaɪɪtɪ,noun-S1-W1
sock,носок,,sɑːk,ˈsɒk,noun-S3-
socket,разъем/розетка,,ˈsɑːkɪt,ˈsɒkɪt,--
socks,нoски,,ˈsɑːks,ˈsɒks,--
soda,газировка,,,,--
sofa,диван,,,,--
soft,,,sɔːft,sɒft,adjective-S2-W2
soften,смягчать,,ˈsɔːfn,ˈsɒf(ə)n,--
software,программое обеспечение,,ˈsɔːftwer,ˈsɒf(t)weə,noun-S3-W2
soil,почва,,,,noun--W2
solar,солнечный,,ˈsəʊlər,ˈsəʊlə,--
soldier,,,ˈsəʊldʒər,ˈsəʊldʒə,noun-S3-W2
sole,единственный/подошва,,,,adjective--W3
solemn,торжественный/серьёзный,,ˈsɑːləm,ˈsɒləm,--
solicitor,,,səˈlɪsɪtər,səˈlɪsɪtə,noun-S3-W2
solid,твёрдый/сплошной/крепкий,,ˈsɑːlɪd,ˈsɒlɪd,adjective-S3-W3
solitary,уединенный,,ˈsɑːləterɪ,ˈsɒlɪt(ə)rɪ,--
solitude,одиночество,,ˈsɑːlətuːd,ˈsɒlɪtjuːd,--
solution,решение/ответ/раствор,,səˈluːʃn,səˈluːʃ(ə)n,noun-S2-W1
solve,решить,,sɑːlv,sɒlv,verb-S2-W3
some,некоторые/несколько,"sʌm (strong), səm (weak)",,,pronoun-S1-W1|determiner-S1-W1|adverb-S1-W1
somebody,,,,,pronoun-S1-W3
someday,когда-нибудь,,,,--
somehow,,,,,adverb-S2-W2
someone,кое-кто,,,,pronoun-S1-W1
something,что-нибудь,,,,pronoun-S1-W1
sometimes,иногда,ˈsʌmtaɪmz,,,adverb-S1-W1
somewhat,слегка,,ˈsʌmwʌt,ˈsʌmwɒt,adverb-S3-W2
somewhere,,,ˈsʌmwer,ˈsʌmweə,adverb-S1-W2
son,сын,sʌn,,,noun-S1-W1
song,песня,,sɔːŋ,sɒŋ,noun-S1-W2
soon,скоро или рано/скоро,suːn,,,adverb-S1-W1
soot,сажа,,,,--
soothe,успокаивать,,,,--
sophisticated,изощрённый/сложный,,,,--
sore,больной/рана,,sɔːr,sɔː,adjective-S3-
sorrow,горе/скорбь,,ˈsɑːrəʊ,ˈsɒrəʊ,--
sorry,извините/простите,,ˈsɑːrɪ,ˈsɒrɪ,adjective-S1-W2
sort,вид,,sɔːrt,sɔːt,verb-S1-W3|noun-S1-W1
soul,,,,,noun-S3-W3
sound,звук/здоровый/звучать,,,,verb-S1-W2|noun-S1-W1|adjective--W3
soup,,,,,noun-S3-
sour,кислый,,ˈsaʊər,ˈsaʊə,--
source,источник,,sɔːrs,sɔːs,noun-S2-W1
south,юг/южный,,,,noun-S1-W2
southern,,,ˈsʌðərn,ˈsʌð(ə)n,adjective-S2-W2
sovereign,суверенный,,ˈsɑːvrən,ˈsɒvrɪn,--
sow,сеять,,,,--
space,пространство/космос,,,,noun-S1-W1
spade,лопата,,,,--
span,пролёт/интервал,,,,--
spare,выделить/избавить/щадить/уделить/запасной/лишний,,sper,speə,adjective-S2-|verb-S3-
spark,вспыхивать/искра,,spɑːrk,spɑːk,--
sparkle,искриться/блистать/сверкать,,ˈspɑːrkl,ˈspɑːk(ə)l,--
sparse,редкий/разреженный,,spɑːrs,spɑːs,--
spawn,порождать/порождение и т. д.,,,,--
speak,общаться/разговаривать,spiːk,,,verb-S1-W1
speak out,высказать,,ˈspiːk ˈaʊt,spiːk ˈaʊt,--
speak up,говорить громче,,ˈspiːk ʌp,spiːk ʌp,--
speaker,,,ˈspiːkər,ˈspiːkə,noun-S2-W2
spear,копье,,spɪr,spɪə,--
special,специально/особенный/специальный,,ˈspeʃl,ˈspeʃ(ə)l,adjective-S1-W1
specialist,,,ˈspeʃəlɪst,ˈspeʃ(ə)lɪst,noun-S3-W3
species,вид (биол.),,,,noun--W2
specific,конкретный,,,,adjective-S1-W1
specifically,,,spɪˈsɪfɪklɪ,spəˈsɪfɪkəlɪ,adverb-S2-W3
specify,установить/указать/уточнить,,,,verb--W3
specimen,экземпляр/образец,,ˈspesɪmən,ˈspesɪmɪn,--
speck,пятнышко/крупинка,,,,--
spectacle,зрелище,,ˈspektəkl,ˈspektək(ə)l,--
spectator,зритель/наблюдатель,,ˈspekteɪtər,spekˈteɪtə,--
speculate,строить догадки/предполагать,,,,--
speech,,,,,noun-S2-W2
speed,,,,,noun-S2-W1
speed up,ускориться,,ˈspiːd ʌp,spiːd ʌp,--
spell,заклинание/произносить (писать) по буквам/чары,,,,verb-S2-
spell out,разъяснить,,ˈspel ˈaʊt,spel ˈaʊt,--
spelling,,,,,noun-S2-
spend,проводить (время)/тратить,,,,verb-S1-W1
spice,пряность/специя,,,,--
spices,специи,,ˈspaɪsəz,ˈspaɪsɪz,--
spicy,острый,,,,--
spider,паук,,ˈspaɪdər,ˈspaɪdə,--
spike,острие/штырь/шип/клин,,,,--
spill,проливать/рассыпать,,,,verb-S3-
spin,крутить,,,,verb-S3-
spine,позвоночник,,,,--
spirit,дух,,,,noun-S2-W2
spiritual,,,,,adjective--W3
spit,плевать,,,,--
spite,,,,,noun--W3
splash,брызги/всплеск,,,,--
splendid,блестящий/великолепный,,,,--
splinter,заноза/осколок/шепка,,ˈsplɪntər,ˈsplɪntə,--
split,распасться/расколоться,,,,verb-S2-W3
split up,разделиться,,ˈsplɪt ʌp,splɪt ʌp,--
spoil,портить,,,,verb-S3-
spokesman,прес-секретарь/представитель,,,,noun--W2
sponge,губка,,spʌndʒ,spʌn(d)ʒ,--
spooky,жуткий,,,,--
spoon,ложка,spuːn,,,noun-S3-
sport,спорт,,spɔːrt,spɔːt,noun-S2-W2
spot,увидеть/пятно/заметить/место/точка,,spɑːt,spɒt,noun-S2-W2|verb-S3-
spotlight,прожектор/центр внимания,,ˈspɑːtlaɪt,ˈspɒtlaɪt,--
spouse,супруг/супруга,,spaʊs,spaʊz,--
sprawl,растягиваться/расползаться,,,,--
spray,,,,,verb-S3-
spread,распространять(ся),,,,verb-S2-W2
spring,весна/источник/проистекать/прыгать,,ˈsprɪŋ,sprɪŋ,noun-S2-W2
sprinkle,побрызгать/посыпать,,ˈsprɪŋkl,ˈsprɪŋk(ə)l,--
sprout,росток/прорастать,,spraʊt,sprəʊt,--
spur,побуждать/шпора,,spɜːr,spɜː,--
spy,шпион/шпионить,,,,--
squad,команда/отряд,,skwɑːd,skwɒd,noun--W3
square,квадрат/площадь/квадратный,,skwer,skweə,adjective-S2-W3|noun-S2-W3
squash,расплющивать/раздавливать,,skwɑːʃ,skwɒʃ,--
squat,приседать/приземистый,,skwɑːt,skwɒt,--
squeak,скрипеть/пищать,,,,--
squeal,визжать/визг,,,,--
squeeze,сжимать,,,,verb-S3-
squid,кальмар,,,,--
squint,щуриться или коситься,,,,--
squirm,ёрзать/извиваться,,skwɜːrm,skwɜːm,--
squirrel,белка,,ˈskwɜːrəl,ˈskwɪr(ə)l,--
squirt,тонкая струя,,skwɜːrt,skwɜːt,--
stab,зарезать/ударить ножом,,,,--
stable,устойчивый,,ˈsteɪbl,ˈsteɪb(ə)l,adjective--W3
stack,стопка/куча/складывать,,,,--
staff,персонал,,stæf,stɑːf,noun-S2-W2
stage,ступень/сцена/стадия/этап,,,,noun-S1-W1
stagger,колебаться/шататься,,ˈstæɡər,ˈstæɡə,--
stain,окрашиваться/пачкать/пятно,,,,--
stair,,,ster,steə,noun-S2-W3
stairs,лестница/ступеньки,,ˈsterz,steəz,--
stake,ставка/стойка/кол/делать ставку/столб,,,,noun--W3
stale,несвежий,,,,--
stalk,красться/стебель/преследовать,,,,--
stall,палатка/застопориться/задержаться/ларёк,,,,noun-S3-
stamp,марка/штамп/печать,,,,noun-S2-|verb-S1-W1
stance,поза/положение,,stæns,stɑːns,--
stand,стоять/терпеть/выносить,,,,verb-S1-W1
stand against,противостоять,,,,--
stand by,поддерживать/быть наготове,,ˈstænd baɪ,stænd bæɪ,--
